,artist_name,artist_id,genres,followers,popularity
2FyBfealfplhxgKHsbrIAO,Mother Witch & Dead Water Ghosts,Mother Witch & Dead Water Ghosts,2FyBfealfplhxgKHsbrIAO,['ukrainian metal'],"{'href': None, 'total': 600}",2
5UK3wj86cVRSZHrteL8Lbt,Loudblast,Loudblast,5UK3wj86cVRSZHrteL8Lbt,['french metal'],"{'href': None, 'total': 5953}",15
09aw3gnToErDJskyvUQZqb,Svartnad,Svartnad,09aw3gnToErDJskyvUQZqb,['depressive black metal'],"{'href': None, 'total': 248}",0
6RErKRYpFMsrcJzKGlBzVi,Tholus,Tholus,6RErKRYpFMsrcJzKGlBzVi,['sci-fi metal'],"{'href': None, 'total': 102}",0
0RP8drU4tt9t8fB93TLvzg,Tjolgtjar,Tjolgtjar,0RP8drU4tt9t8fB93TLvzg,"['autonomous black metal', ""black 'n' roll"", 'usbm']","{'href': None, 'total': 350}",1
01WjpKiWVNurV5hjIadB8C,Filter,Filter,01WjpKiWVNurV5hjIadB8C,"['alternative metal', 'alternative rock', 'grunge', 'industrial metal', 'industrial rock', 'nu metal', 'pop rock', 'post-grunge', 'rap rock', 'rock']","{'href': None, 'total': 463599}",56
4i1kDUJkz1Md0NK9iyLuAD,Arrayan Path,Arrayan Path,4i1kDUJkz1Md0NK9iyLuAD,"['cypriot metal', 'melodic power metal', 'neo-trad metal', 'symphonic power metal']","{'href': None, 'total': 2464}",16
7i0chuUaReN4Qvew0kFF7o,Grave Lines,Grave Lines,7i0chuUaReN4Qvew0kFF7o,['uk doom metal'],"{'href': None, 'total': 999}",6
7gxE9KvBYn6AV533pL0pOV,Begerith,Begerith,7gxE9KvBYn6AV533pL0pOV,['russian black metal'],"{'href': None, 'total': 835}",0
4LIZjPI0eQIQ3AOjYrBBGF,Knights of Round,KNIGHTS OF ROUND,4LIZjPI0eQIQ3AOjYrBBGF,['japanese power metal'],"{'href': None, 'total': 788}",11
4qDnfTieyMRlJovd3Sm1BO,Razzle Dazzle,Razzle Dazzle,4qDnfTieyMRlJovd3Sm1BO,['alternative hardcore'],"{'href': None, 'total': 1101}",7
3eaSy14MqO6cEmn6cckjS6,Impurity,Impurity,3eaSy14MqO6cEmn6cckjS6,"['black death', 'brazilian black metal', 'metal mineiro']","{'href': None, 'total': 2450}",5
3CofwjCFY5a2XrDL9DdDzR,Impurity,Impurity,3CofwjCFY5a2XrDL9DdDzR,['florida death metal'],"{'href': None, 'total': 30}",0
4uOeSBqJoBz5OrxrsrTboH,Anxious,Anxious,4uOeSBqJoBz5OrxrsrTboH,"['alternative emo', 'anthem emo', 'bubblegrunge', 'connecticut hardcore', 'dreamo', 'emo', 'indie punk', 'modern melodic hardcore']","{'href': None, 'total': 16245}",41
7wGFZ9ktZjOfg6a1EewOxE,In Autumn,In Autumn,7wGFZ9ktZjOfg6a1EewOxE,['italian doom metal'],"{'href': None, 'total': 78}",0
0Y12LhT2PVFEZQNMYea7ff,Total Abuse,Total Abuse,0Y12LhT2PVFEZQNMYea7ff,['slash punk'],"{'href': None, 'total': 3427}",10
5USzOTsYfRMPU2BBlQCTrb,Voodoo Hill,Voodoo Hill,5USzOTsYfRMPU2BBlQCTrb,['italian progressive metal'],"{'href': None, 'total': 1009}",2
0dqpOZT8DM3NmAulIqDlLe,Vomit Remnants,Vomit Remnants,0dqpOZT8DM3NmAulIqDlLe,['japanese death metal'],"{'href': None, 'total': 3052}",8
3AGFqPP3gt5rMSvhR87Xxu,Edguy,Edguy,3AGFqPP3gt5rMSvhR87Xxu,"['german metal', 'german power metal', 'melodic metal', 'metal', 'neo classical metal', 'power metal', 'progressive metal', 'symphonic metal']","{'href': None, 'total': 250833}",48
6qpPMXHhMIlCMEsBZ8XPZZ,Reborn in Chaos,Reborn in Chaos,6qpPMXHhMIlCMEsBZ8XPZZ,['metal tico'],"{'href': None, 'total': 129}",0
62iIWNrnsWC9xbCPWQtvyr,Distorted Cognitions,Distorted Cognitions,62iIWNrnsWC9xbCPWQtvyr,"['experimental black metal', 'south carolina metal']","{'href': None, 'total': 19}",0
13dxEWLoiRvGU1MK4nVUj4,Mob Rules,Mob Rules,13dxEWLoiRvGU1MK4nVUj4,"['german metal', 'german power metal', 'melodic metal', 'neo classical metal', 'neo-trad metal', 'power metal']","{'href': None, 'total': 13065}",24
0Z1JIdN7NJ7VFDXxa1MgKt,Lord Vampyr,Lord Vampyr,0Z1JIdN7NJ7VFDXxa1MgKt,"['gothic black metal', 'italian gothic metal']","{'href': None, 'total': 661}",1
4la2VaZnPcTTWhESUKPmFx,Inverloch,Inverloch,4la2VaZnPcTTWhESUKPmFx,"['death doom', 'voidgaze']","{'href': None, 'total': 2345}",3
75hlWcQHpoK1K2tLv34vpM,Nihil Obstat,Nihil Obstat,75hlWcQHpoK1K2tLv34vpM,"['colombian death metal', 'metal colombiano']","{'href': None, 'total': 295}",0
65E06NhAdEB0uP0P7OJwJw,Asyllex,Asyllex,65E06NhAdEB0uP0P7OJwJw,['faroese rock'],"{'href': None, 'total': 709}",3
5SBtMRi65i3gDOkS0rHHlj,Hangmen,Hangmen,5SBtMRi65i3gDOkS0rHHlj,['alternative roots rock'],"{'href': None, 'total': 48}",0
1bbhw5bpu1dcbItnOGGdK6,Ramming Speed,Ramming Speed,1bbhw5bpu1dcbItnOGGdK6,['virginia metal'],"{'href': None, 'total': 2452}",3
01VymkI7esRhPZbJPLzp20,National Napalm Syndicate,National Napalm Syndicate,01VymkI7esRhPZbJPLzp20,"['finnish punk', 'oulu metal']","{'href': None, 'total': 409}",2
5a0i6vsyzbBRx13M96zeCo,Infant Meat Shield,Infant Meat Shield,5a0i6vsyzbBRx13M96zeCo,['dutch death metal'],"{'href': None, 'total': 48}",0
5EkQzRgbvHYEeZutI8ujQ5,Pyaemia,Pyaemia,5EkQzRgbvHYEeZutI8ujQ5,"['brutal death metal', 'dutch death metal', 'slam death metal']","{'href': None, 'total': 7883}",10
3HryQPt2FkrepUbGsS5yaI,Kromlek,Kromlek,3HryQPt2FkrepUbGsS5yaI,"['folk black metal', 'folk metal', 'german melodeath', 'german metal', 'viking black metal', 'viking metal']","{'href': None, 'total': 7088}",12
0w8ZNC0YqLU6HJhplHdoUM,Avenie,Avenie,0w8ZNC0YqLU6HJhplHdoUM,"['finnish death metal', 'finnish melodeath']","{'href': None, 'total': 170}",0
6sHyBG2A217poiwZBkQAjv,Crown the Lost,Crown The Lost,6sHyBG2A217poiwZBkQAjv,['power thrash'],"{'href': None, 'total': 157}",0
5mEHbMfS9Cy6QhhQSsOfyx,Die Knappen,Die Knappen,5mEHbMfS9Cy6QhhQSsOfyx,['german heavy metal'],"{'href': None, 'total': 270}",5
70LbQ46ITR5LcPVdJh3Bfs,Drunk Dog,Drunk Dog,70LbQ46ITR5LcPVdJh3Bfs,['colombian hardcore'],"{'href': None, 'total': 149}",1
6E1AERKe6DMmO8bl35xkUF,The Foreshadowing,The Foreshadowing,6E1AERKe6DMmO8bl35xkUF,"['doom metal', 'funeral doom', 'gothic metal', 'italian gothic metal', 'italian metal']","{'href': None, 'total': 11423}",28
4UJzNF5FbeXw2wMFC4rEWU,The Soulless,The Soulless,4UJzNF5FbeXw2wMFC4rEWU,['uk metalcore'],"{'href': None, 'total': 920}",2
6wAz9pjd2CL04ipaswhfce,Saber Tiger,SABER TIGER,6wAz9pjd2CL04ipaswhfce,"['j-metal', 'japanese heavy metal']","{'href': None, 'total': 5031}",18
11R5K1bbrPQATGfMtY2PER,WRTX,WRTX,11R5K1bbrPQATGfMtY2PER,['finnish death metal'],"{'href': None, 'total': 48}",0
4O3LXJm8j9pvFhjc11rXlY,Eternal Alchemist,Eternal Alchemist,4O3LXJm8j9pvFhjc11rXlY,['german black metal'],"{'href': None, 'total': 420}",1
1Zsibz9y4slpHW3GE7QoB4,Hell Icon,Hell Icon,1Zsibz9y4slpHW3GE7QoB4,['dutch black metal'],"{'href': None, 'total': 54}",0
24bW9FLK8oawLGesflwEfR,Uur,Uur,24bW9FLK8oawLGesflwEfR,['dutch stoner rock'],"{'href': None, 'total': 43}",0
0fHWegS3xLgKBzzcUVDi9X,InnerGuilt,InnerGuilt,0fHWegS3xLgKBzzcUVDi9X,['arab metal'],"{'href': None, 'total': 145}",0
3aeO7Xh50hVPSx6vgPQiXs,Mindwork,Mindwork,3aeO7Xh50hVPSx6vgPQiXs,['deep progressive rock'],"{'href': None, 'total': 268}",0
1KKaW8Rboqmtr8KCzzGGXd,Nectura,Nectura,1KKaW8Rboqmtr8KCzzGGXd,"['indonesian death metal', 'indonesian metal']","{'href': None, 'total': 3280}",14
7mt2qihQ9TRdkBuwmtkM8A,Nemo,Nemo,7mt2qihQ9TRdkBuwmtkM8A,['symphonic rock'],"{'href': None, 'total': 716}",16
6jU2Z0bJUSs9acYoGl7BZl,Blazing War Machine,Blazing War Machine,6jU2Z0bJUSs9acYoGl7BZl,"['french black metal', 'industrial black metal']","{'href': None, 'total': 547}",1
467UC2H9gK7XaNMh3NrsbO,Severe Headwound,Severe Headwound,467UC2H9gK7XaNMh3NrsbO,['arkansas metal'],"{'href': None, 'total': 153}",1
0hkIlpV0isEixFIr74VfZm,Craft,Craft,0hkIlpV0isEixFIr74VfZm,"[""black 'n' roll"", 'black metal', 'black thrash', 'dark black metal', 'swedish black metal', 'voidgaze']","{'href': None, 'total': 34582}",28
39mjsJfTIFHUONUl4ZyTxm,Replika,Replika,39mjsJfTIFHUONUl4ZyTxm,"['hungarian metal', 'hungarian rock', 'magyar alternative']","{'href': None, 'total': 3397}",19
0IHGiyPowTY37DXNiYwIWH,Zero Degree,Zero Degree,0IHGiyPowTY37DXNiYwIWH,['german melodeath'],"{'href': None, 'total': 388}",2
7JQE27h6vpefkS9yGs1rPw,Maat,Maat,7JQE27h6vpefkS9yGs1rPw,"['arab metal', 'german death metal']","{'href': None, 'total': 2807}",9
30WVaKYicVYoZonU9sd2If,Wasteland,Wasteland,30WVaKYicVYoZonU9sd2If,['happy hardcore'],"{'href': None, 'total': 693}",6
0B9pbOkFOOtdsC7mOnHeu4,Lanthanein,Lanthanein,0B9pbOkFOOtdsC7mOnHeu4,['metal gotico'],"{'href': None, 'total': 42}",0
2P8coDimWPL7MUqCsgQpMN,Until We Die,Until We Die,2P8coDimWPL7MUqCsgQpMN,"['blackened deathcore', 'deathcore', 'melodic deathcore', 'progressive deathcore', 'symphonic deathcore', 'symphonic melodic death metal']","{'href': None, 'total': 24833}",26
3W8EPZQCtu5bRv6CN9nvBX,Urheimat,Urheimat,3W8EPZQCtu5bRv6CN9nvBX,"['canadian black metal', 'technical black metal']","{'href': None, 'total': 122}",0
2Xi4IAUukAQMC8dPzWO4Z4,Urheimat,Urheimat,2Xi4IAUukAQMC8dPzWO4Z4,['chilean black metal'],"{'href': None, 'total': 10}",0
3dsJRV8LHCvzgF1fxxwMcI,Pica Fierce,Pica Fierce,3dsJRV8LHCvzgF1fxxwMcI,['technical thrash'],"{'href': None, 'total': 28}",0
1geAOed6BZRMgpcZ69s1M3,Ensoph,Ensoph,1geAOed6BZRMgpcZ69s1M3,"['avant-garde metal', 'italian gothic metal']","{'href': None, 'total': 565}",1
0YT53c1aji2VcSuEgAw6mx,Behind the Mask,Behind the Mask,0YT53c1aji2VcSuEgAw6mx,['african metal'],"{'href': None, 'total': 78}",0
1vzH8hoDAyfFEpp439NaTC,Renuen,Renuen,1vzH8hoDAyfFEpp439NaTC,['belarusian metal'],"{'href': None, 'total': 49}",0
23DE1J6AqNMk6yPHLkSVMM,Arkariot,Arkariot,23DE1J6AqNMk6yPHLkSVMM,['metal gaucho'],"{'href': None, 'total': 819}",1
4PEcekCZ2etstdVt2J0ooE,Low Sonic Drift,Low Sonic Drift,4PEcekCZ2etstdVt2J0ooE,['hard stoner rock'],"{'href': None, 'total': 22}",0
19WQ1iIheeHkUD4hjT3eOg,RoadkillSoda,RoadkillSoda,19WQ1iIheeHkUD4hjT3eOg,['romanian metal'],"{'href': None, 'total': 1361}",5
0lX6psqexzdhgVo1H5SsrD,Endless Agony,Endless Agony,0lX6psqexzdhgVo1H5SsrD,['french death metal'],"{'href': None, 'total': 27}",0
4G2VmTGPSeE8ujbeqsKc4j,Shot at Dawn,Shot at dawn,4G2VmTGPSeE8ujbeqsKc4j,['melodic deathcore'],"{'href': None, 'total': 587}",1
1N29vUv1VkAYqXJrtBXJEk,After Oblivion,After Oblivion,1N29vUv1VkAYqXJrtBXJEk,['technical thrash'],"{'href': None, 'total': 316}",0
0IU4Y41IHbvK9PYCcslf9e,Shallow Rivers,Shallow Rivers,0IU4Y41IHbvK9PYCcslf9e,['atmospheric doom'],"{'href': None, 'total': 451}",2
6pjcvtswA4LuOf8tBE21Wl,Black Bones,Black Bones,6pjcvtswA4LuOf8tBE21Wl,['rock independant francais'],"{'href': None, 'total': 1331}",20
13IuBi4UXKqXBwHRaqDIfQ,Black Bones,Black Bones,13IuBi4UXKqXBwHRaqDIfQ,['italian punk'],"{'href': None, 'total': 246}",0
427un6M0UUdNeMFYep35Ux,GoldenPyre,Goldenpyre,427un6M0UUdNeMFYep35Ux,['portuguese death metal'],"{'href': None, 'total': 86}",0
2Z5X05n6sU3mCfWA5i6HE9,Amsvartner,Amsvartner,2Z5X05n6sU3mCfWA5i6HE9,['swedish black metal'],"{'href': None, 'total': 264}",0
1AlCM6euBByhAc5HDAC0Dh,Scytherium,Scytherium,1AlCM6euBByhAc5HDAC0Dh,['florida death metal'],"{'href': None, 'total': 111}",0
4mCThE6GfGfwmtkZNOGyHn,Strident,Strident,4mCThE6GfGfwmtkZNOGyHn,['south african metal'],"{'href': None, 'total': 803}",20
1iLO8tqlkfiQMWf7JqaNE3,Strident,Strident,1iLO8tqlkfiQMWf7JqaNE3,['israeli metal'],"{'href': None, 'total': 149}",0
6OUPK5oAf0MWiWyvspr2Uz,The Summoned,The Summoned,6OUPK5oAf0MWiWyvspr2Uz,"['boston metal', 'new england metal']","{'href': None, 'total': 323}",0
5HSOjLtPSrmFdIz5fhP0mu,Haapoja,Haapoja,5HSOjLtPSrmFdIz5fhP0mu,['finnish progressive metal'],"{'href': None, 'total': 131}",0
7CxJv07hY2278N3kOvXlGu,Shadowcast,Shadowcast,7CxJv07hY2278N3kOvXlGu,['dark rock'],"{'href': None, 'total': 83}",0
5BxR80mpdn8MmHgzKVtiP7,Inglorious,Inglorious,5BxR80mpdn8MmHgzKVtiP7,"['modern hard rock', 'nwocr']","{'href': None, 'total': 32751}",36
4mV7E77Gk1veuAP73ZJe8k,Corpus Mortale,Corpus Mortale,4mV7E77Gk1veuAP73ZJe8k,['danish death metal'],"{'href': None, 'total': 825}",1
4vZwDTWQ3xWdtnOfxQbBKT,Templestowe,Templestowe,4vZwDTWQ3xWdtnOfxQbBKT,['deep melodic death metal'],"{'href': None, 'total': 153}",0
1MK0sGeyTNkbefYGj673e9,Behemoth,Behemoth,1MK0sGeyTNkbefYGj673e9,"['black metal', 'death metal', 'metal', 'pagan black metal', 'polish black metal', 'polish death metal', 'polish metal']","{'href': None, 'total': 518210}",53
6KWFOP7yz6yZ5c9vVTKcaV,Departure,Departure,6KWFOP7yz6yZ5c9vVTKcaV,['texas hardcore'],"{'href': None, 'total': 238}",0
4N6WXUrXlL8J4kqjEJVMu8,Sophicide,Sophicide,4N6WXUrXlL8J4kqjEJVMu8,['technical death metal'],"{'href': None, 'total': 1057}",2
4d5635Pyq42C6e8VLzUmvb,The Infestation,The Infestation,4d5635Pyq42C6e8VLzUmvb,['ukrainian metal'],"{'href': None, 'total': 49}",0
5tnwSxIAQSvACfNk5FUTqZ,Warped Cross,Warped Cross,5tnwSxIAQSvACfNk5FUTqZ,['saxony metal'],"{'href': None, 'total': 93}",0
4WXdbEjS4MsxPcHRM8yIQP,Crawling Manifest,Crawling Manifest,4WXdbEjS4MsxPcHRM8yIQP,['melodic thrash'],"{'href': None, 'total': 1205}",1
4tCBRDQPkXdrIholkAQxHO,Raum Kingdom,Raum Kingdom,4tCBRDQPkXdrIholkAQxHO,['irish metal'],"{'href': None, 'total': 601}",1
4xkYnsgr9gBC25Hk3DvYFU,Praemonere,Praemonere,4xkYnsgr9gBC25Hk3DvYFU,['progressive doom'],"{'href': None, 'total': 28}",0
1rKTw0TbOtJsVPpFqRj3RX,TarLung,TarLung,1rKTw0TbOtJsVPpFqRj3RX,['austrian stoner rock'],"{'href': None, 'total': 226}",0
6nE3rVxqGskPXMyICgI0X0,Mercy's Dirge,Mercy's Dirge,6nE3rVxqGskPXMyICgI0X0,"['romanian black metal', 'romanian metal']","{'href': None, 'total': 59}",0
6rmtU6YGez5yNLVErNKFwd,Legati,Legati,6rmtU6YGez5yNLVErNKFwd,['mexican power metal'],"{'href': None, 'total': 181}",1
6Wy6ONXK4pVilbVrmUMXc2,Insurrection,Insurrection,6Wy6ONXK4pVilbVrmUMXc2,['quebec death metal'],"{'href': None, 'total': 604}",8
3qFvBRuXvFEA3p2Aw7Mq8o,Broadmoor,Broadmoor,3qFvBRuXvFEA3p2Aw7Mq8o,"['downtempo deathcore', 'metallic hardcore']","{'href': None, 'total': 2576}",7
5BHxUgDTEFplxKa00vDWfO,Dawn of Disease,Dawn of Disease,5BHxUgDTEFplxKa00vDWfO,"['german death metal', 'german melodeath', 'grisly death metal']","{'href': None, 'total': 8759}",11
67dnqvT66VC7F7EEMbhfWS,Blackfeather,Blackfeather,67dnqvT66VC7F7EEMbhfWS,['psychedelic blues-rock'],"{'href': None, 'total': 1764}",15
2mpz7Dlkc81ZpwoD6l6mT9,Alkymenia,Alkymenia,2mpz7Dlkc81ZpwoD6l6mT9,"['brazilian thrash metal', 'metal pernambucano', 'rock pernambucano']","{'href': None, 'total': 399}",2
7alFc8EkmxReZDyEh9QkzU,Pyracantha,Pyracantha,7alFc8EkmxReZDyEh9QkzU,['black noise'],"{'href': None, 'total': 10}",0
1k49QtlX2Km617AP1iNUXr,Hope Has Failed Us,Hope Has Failed Us,1k49QtlX2Km617AP1iNUXr,['unblack metal'],"{'href': None, 'total': 105}",0
3AMwfUnPa2wiyssDFHcbxP,Korovakill,Korovakill,3AMwfUnPa2wiyssDFHcbxP,['avant-garde black metal'],"{'href': None, 'total': 218}",0
3CKZ32cHyLnVj6nzNopK2m,Zero Gravity,Zero Gravity,3CKZ32cHyLnVj6nzNopK2m,['indian metal'],"{'href': None, 'total': 55}",0
6jN6ZR1o3O06D3asvwVgKT,Vemod,Vemod,6jN6ZR1o3O06D3asvwVgKT,"['cosmic black metal', 'cryptic black metal', 'norwegian black metal']","{'href': None, 'total': 3279}",5
332Ke27zimfLNDbbFNNenx,Under the Church,Under The Church,332Ke27zimfLNDbbFNNenx,['swedish death metal'],"{'href': None, 'total': 1723}",2
4IKnBHk3gF8AcfO8Sg0wMI,Silence Dead,Silence Dead,4IKnBHk3gF8AcfO8Sg0wMI,['russian metalcore'],"{'href': None, 'total': 98}",0
3A7sZMxNjhJWX7apY1UpQO,Dreamshade,Dreamshade,3A7sZMxNjhJWX7apY1UpQO,"['melodic death metal', 'melodic metalcore', 'metalcore', 'swedish metalcore', 'swiss metal']","{'href': None, 'total': 30436}",34
7bzBDv9YcV9IfTL2EomOlZ,Memest,MEMEST,7bzBDv9YcV9IfTL2EomOlZ,['metal catala'],"{'href': None, 'total': 58}",0
6MNNkruq4lZdA891uHdgPa,Dexter Ward,Dexter Ward,6MNNkruq4lZdA891uHdgPa,"['italian heavy metal', 'nwothm']","{'href': None, 'total': 997}",2
2dtC4LnegkvP7sQHaYveRx,Felo de Se,Felo De Se,2dtC4LnegkvP7sQHaYveRx,['belgian death metal'],"{'href': None, 'total': 441}",1
2cbWJP4X5b9sKEDW80uc5r,Diablo Swing Orchestra,Diablo Swing Orchestra,2cbWJP4X5b9sKEDW80uc5r,"['jazz metal', 'opera metal', 'steampunk', 'swedish metal']","{'href': None, 'total': 142526}",44
2FC7PZuqZOiXnlqpBVift5,Stand Through the Agony,Stand Through The Agony,2FC7PZuqZOiXnlqpBVift5,['central american metal'],"{'href': None, 'total': 18}",0
64v5YUtQGKNtveXDcHN4oJ,A Balance of Power,A Balance of Power,64v5YUtQGKNtveXDcHN4oJ,['utah metal'],"{'href': None, 'total': 119}",1
77VZhI79f6lzshSx5YNrcw,Slidhr,Slidhr,77VZhI79f6lzshSx5YNrcw,"['cryptic black metal', 'icelandic black metal', 'irish black metal', 'irish metal', 'technical black metal']","{'href': None, 'total': 2041}",1
7w6qvdht7ACwqeurvBGHQJ,Leviathan Rising,Leviathan Rising,7w6qvdht7ACwqeurvBGHQJ,['nz metal'],"{'href': None, 'total': 36}",0
1C11hnl3RZ7hadyMv5g5gm,Lords of the Trident,Lords of the Trident,1C11hnl3RZ7hadyMv5g5gm,"['melodic metal', 'symphonic power metal', 'wisconsin metal']","{'href': None, 'total': 6741}",28
3VW9s45opooAuxi0XypVVI,Bertoncelli,Bertoncelli,3VW9s45opooAuxi0XypVVI,"['argentine heavy metal', 'argentine metal']","{'href': None, 'total': 1780}",13
5Ezy9p1m9z0pkKShZZtjL5,Miserycore,Miserycore,5Ezy9p1m9z0pkKShZZtjL5,['chilean black metal'],"{'href': None, 'total': 2494}",7
5GRKIAo9BR7SB3cMnJs2CW,Stormrider,Stormrider,5GRKIAo9BR7SB3cMnJs2CW,['german metal'],"{'href': None, 'total': 107}",0
6F4WSzgEGo5Epeu2fhhJwV,My Enchantment,My Enchantment,6F4WSzgEGo5Epeu2fhhJwV,"['portuguese death metal', 'portuguese metal']","{'href': None, 'total': 181}",1
1o3AKs6TKzL5DWMlG5OBZp,Carbonized,Carbonized,1o3AKs6TKzL5DWMlG5OBZp,"['grim death metal', 'progressive death metal', 'swedish death metal', 'swedish metal']","{'href': None, 'total': 2820}",5
0nxo4nAEYNbNpA8wwNvqXY,Living Sacrifice,Living Sacrifice,0nxo4nAEYNbNpA8wwNvqXY,"['arkansas metal', 'christian hardcore', 'christian metal', 'christian metalcore', 'christian punk', 'christian rock', 'christian thrash metal', 'unblack metal']","{'href': None, 'total': 32467}",30
0VaACj4wMJWji3wRiHrByq,Obscure Sphinx,Obscure Sphinx,0VaACj4wMJWji3wRiHrByq,"['atmospheric post-metal', 'avant-garde metal', 'polish metal', 'post-metal', 'sludgecore']","{'href': None, 'total': 16829}",19
1QQHpMjIYK8pKXP6eETKKw,Behind the Sun,Behind the Sun,1QQHpMjIYK8pKXP6eETKKw,['south carolina metal'],"{'href': None, 'total': 18}",0
4694nqkAd4iZQoRkMc5I9h,Myndsnare,MyndSnare,4694nqkAd4iZQoRkMc5I9h,"['indian metal', 'indian rock', 'progressive thrash']","{'href': None, 'total': 353}",0
3gBBB9excgljju91WbXl3b,Losna,Losna,3gBBB9excgljju91WbXl3b,"['brazilian thrash metal', 'metal gaucho']","{'href': None, 'total': 893}",1
1vgPwbEwA6pNfOJHQ15Ei0,Nostradameus,Nostradameus,1vgPwbEwA6pNfOJHQ15Ei0,"['melodic metal', 'neo classical metal', 'power metal', 'swedish power metal', 'symphonic power metal']","{'href': None, 'total': 7738}",16
4ypzf3n2YDMIj41Y2WVHYW,Malignancy,Malignancy,4ypzf3n2YDMIj41Y2WVHYW,"['brutal death metal', 'death metal', 'deathgrind', 'goregrind', 'grindcore', 'new york death metal', 'slam death metal', 'technical death metal']","{'href': None, 'total': 14441}",22
2o9VQANyKbziiH3JJOIc4J,Utarm,Utarm,2o9VQANyKbziiH3JJOIc4J,"['black noise', 'experimental black metal']","{'href': None, 'total': 779}",4
6V4dDlZQCsCGQEU7GQtcKx,Megatherium,Megatherium,6V4dDlZQCsCGQEU7GQtcKx,['italian doom metal'],"{'href': None, 'total': 223}",0
78GFaTPk9W1HfaWvmoRO8n,Attentat,Attentat,78GFaTPk9W1HfaWvmoRO8n,['swedish punk'],"{'href': None, 'total': 3939}",27
5KMp4xL5BOLd3UIyZlVk7M,Sorrowseed,Sorrowseed,5KMp4xL5BOLd3UIyZlVk7M,['boston metal'],"{'href': None, 'total': 353}",1
0X0ZXqZlekGATQAsd2uqao,Kraworath,Kraworath,0X0ZXqZlekGATQAsd2uqao,['russian death metal'],"{'href': None, 'total': 158}",0
1MTOyTCOdjjUGSmtnz2czf,Paths of Possession,Paths Of Possession,1MTOyTCOdjjUGSmtnz2czf,"['american melodeath', 'death metal', 'florida death metal']","{'href': None, 'total': 4142}",8
7ehPG4NtIFxH51IL9xNJSR,Aberrant Vascular,Aberrant Vascular,7ehPG4NtIFxH51IL9xNJSR,['avant-garde metal'],"{'href': None, 'total': 202}",0
6FAEKAKjOYMsQlqyuZ9QPm,"Oak, Ash & Thorn","Oak, Ash & Thorn",6FAEKAKjOYMsQlqyuZ9QPm,['denver metal'],"{'href': None, 'total': 272}",0
0xSoQnkf2FOGueKCLiCWuM,Bibleblack,Bibleblack,0xSoQnkf2FOGueKCLiCWuM,"['deep melodic death metal', 'swedish melodeath']","{'href': None, 'total': 221}",0
6bLnDWJfPQ4CAoXdOxR3L0,Den Saakaldte,Den Saakaldte,6bLnDWJfPQ4CAoXdOxR3L0,"['depressive black metal', 'norwegian black metal', 'norwegian metal']","{'href': None, 'total': 2000}",4
21ojeH5LNADIGzJKc3hIlE,Dark Funeral,Dark Funeral,21ojeH5LNADIGzJKc3hIlE,"['black metal', 'metal', 'swedish black metal', 'swedish metal']","{'href': None, 'total': 202446}",40
3Q2sNGDyBx4gfm80Wsu6sq,Hypersonic,Hypersonic,3Q2sNGDyBx4gfm80Wsu6sq,['christian power metal'],"{'href': None, 'total': 381}",3
5aTgzm6ger9nxohDST0v1L,Worthless Life,Worthless Life,5aTgzm6ger9nxohDST0v1L,['depressive black metal'],"{'href': None, 'total': 796}",6
1oubUaqONKiQPL8GrQ49HQ,The Lamp of Thoth,The Lamp of Thoth,1oubUaqONKiQPL8GrQ49HQ,"['neo-trad doom metal', 'uk doom metal']","{'href': None, 'total': 715}",2
4m1sCnS2iWxn2Xj8xf9d4q,Gloomy Grim,Gloomy Grim,4m1sCnS2iWxn2Xj8xf9d4q,"['finnish black metal', 'symphonic black metal']","{'href': None, 'total': 3429}",9
6n5Vwfv1NOQKC0TPtYr1jo,Gloomy Grim,GLOOMY GRIM,6n5Vwfv1NOQKC0TPtYr1jo,['black speed metal'],"{'href': None, 'total': 310}",1
5AjKxzh3RyO2T3rDBvqD9y,Balflare,Balflare,5AjKxzh3RyO2T3rDBvqD9y,['japanese power metal'],"{'href': None, 'total': 430}",2
7o4wQxKeeY58gM5xqze9X1,Autumnia,Autumnia,7o4wQxKeeY58gM5xqze9X1,"['funeral doom', 'ukrainian metal']","{'href': None, 'total': 993}",1
0tGXbMgvdECIBmAEeZle1c,Chasma,Chasma,0tGXbMgvdECIBmAEeZle1c,"['cascadian black metal', 'chaotic black metal', 'portland metal', 'sci-fi metal']","{'href': None, 'total': 205}",0
4FytJVid4QTFizDBpWTvKw,Order of the Owl,Order of the Owl,4FytJVid4QTFizDBpWTvKw,"['atlanta metal', 'atlanta punk']","{'href': None, 'total': 664}",2
5WBzMGkpK6WFTi2gdnKZ5G,Children of Seraph,Children of Seraph,5WBzMGkpK6WFTi2gdnKZ5G,['seattle metal'],"{'href': None, 'total': 49}",0
2FoMnaDONyTBlKaVnGj6fk,Ancestors Blood,Ancestors Blood,2FoMnaDONyTBlKaVnGj6fk,['pagan black metal'],"{'href': None, 'total': 512}",2
5iXcXAZzVfABJLdYDiz5UV,Hanternoz,Hanternoz,5iXcXAZzVfABJLdYDiz5UV,['folk black metal'],"{'href': None, 'total': 645}",4
1AWyYiC8CyNDqfNAQeoG6Q,Domina Noctis,Domina Noctis,1AWyYiC8CyNDqfNAQeoG6Q,"['gothic metal', 'gothic symphonic metal', 'italian gothic metal', 'symphonic metal', 'symphonic power metal']","{'href': None, 'total': 18911}",29
