,artist_name,artist_id,genres,followers,popularity
0KNzvJOFUEtF5VvpEXoGMZ,Dol Ammad,Dol Ammad,0KNzvJOFUEtF5VvpEXoGMZ,"['greek metal', 'symphonic metal']","{'href': None, 'total': 1213}",3
49v6zTlEncaYJ62gEnpWTN,Damage Case,Damage Case,49v6zTlEncaYJ62gEnpWTN,"['street punk', 'texas punk']","{'href': None, 'total': 871}",4
5NTKD6FYFhK4F0XP2lMgSo,Six String Slaughter,Six String Slaughter,5NTKD6FYFhK4F0XP2lMgSo,['danish death metal'],"{'href': None, 'total': 324}",0
5oFGoQ7CoJ2PBPXrt9gqRN,Vivid Illusion,Vivid Illusion,5oFGoQ7CoJ2PBPXrt9gqRN,"['atmospheric sludge', 'miami metal', 'progressive sludge']","{'href': None, 'total': 166}",0
0jExlv9m6XI5j0MSHqrgD4,In Aeternum,In Aeternum,0jExlv9m6XI5j0MSHqrgD4,"['swedish black metal', 'swedish metal']","{'href': None, 'total': 666}",2
4ZrhxQmqTfjydvfG4bzGI9,Unorthodox,Unorthodox,4ZrhxQmqTfjydvfG4bzGI9,"['doom metal', 'neo-trad doom metal']","{'href': None, 'total': 1551}",4
4M1xHwhhkRwPkojp7NYERv,Zhraja,Zhraja,4M1xHwhhkRwPkojp7NYERv,['belarusian metal'],"{'href': None, 'total': 12}",0
3IYjYnh8wdhalSh1ZTtdsB,Liblikas,Liblikas,3IYjYnh8wdhalSh1ZTtdsB,['estonian metal'],"{'href': None, 'total': 199}",0
2EDBxztphX75fy4RbyxS6k,Mesmur,Mesmur,2EDBxztphX75fy4RbyxS6k,['atmospheric doom'],"{'href': None, 'total': 605}",0
6K1KoB3WXLSOaphD2YoWNU,The Crucified,The Crucified,6K1KoB3WXLSOaphD2YoWNU,"['christian hardcore', 'christian metal', 'christian punk', 'christian thrash metal', 'unblack metal']","{'href': None, 'total': 6813}",15
78ltY2tUrZpkWJ9CWYGZfl,Flesh Juicer,Flesh Juicer,78ltY2tUrZpkWJ9CWYGZfl,"['chinese metalcore', 'taiwan metal', 'taiwan pop']","{'href': None, 'total': 33296}",41
4QNksg4ihRwlTTgtgk6U3A,Heresy Denied,Heresy Denied,4QNksg4ihRwlTTgtgk6U3A,['polish metalcore'],"{'href': None, 'total': 379}",3
2KcpsCPtmXKtZTv8qoJAYn,Pentagoat,Pentagoat,2KcpsCPtmXKtZTv8qoJAYn,['charred death'],"{'href': None, 'total': 46}",0
0eNuNAhL4dW2nvKbSe2mS8,Burning Witches,Burning Witches,0eNuNAhL4dW2nvKbSe2mS8,"['melodic metal', 'slayer', 'swiss metal']","{'href': None, 'total': 37599}",32
42t8EX3qv6xPd3YRjmI8co,Satanic Bloodspraying,Satanic Bloodspraying,42t8EX3qv6xPd3YRjmI8co,['bolivian metal'],"{'href': None, 'total': 543}",0
7c2nTdprrlkaljI6VeVHTr,Vulgar Addiction,Vulgar Addiction,7c2nTdprrlkaljI6VeVHTr,"['mexican metal', 'mexican thrash metal']","{'href': None, 'total': 1279}",6
7oXDNJHDs3VyNOFiSWkvP9,Wolfcry,Wolfcry,7oXDNJHDs3VyNOFiSWkvP9,['neo-trad metal'],"{'href': None, 'total': 184}",0
1XEk7jRYuYoH7L7HnfHXcC,Ahnengrab,Ahnengrab,1XEk7jRYuYoH7L7HnfHXcC,"['deep folk metal', 'german pagan metal']","{'href': None, 'total': 1202}",1
3QFca5DiPsMW94YWwKZU0m,GxSxD,GxSxD,3QFca5DiPsMW94YWwKZU0m,['japanese death metal'],"{'href': None, 'total': 132}",0
0m2cTeu7akmoolOO6HeM8C,Dead Reward,Dead Reward,0m2cTeu7akmoolOO6HeM8C,['brazilian doom metal'],"{'href': None, 'total': 44}",0
7pk7YSH8HxZgW3TTwQD86u,Carved Memories,Carved Memories,7pk7YSH8HxZgW3TTwQD86u,['metal tico'],"{'href': None, 'total': 141}",0
3XYbKHFBXmFW8RtUFCXAOe,Bendida,Bendida,3XYbKHFBXmFW8RtUFCXAOe,"['bulgarian metal', 'fallen angel', 'opera metal']","{'href': None, 'total': 680}",1
67mOmEjFjeuax4X9vBSblP,Fire Down Below,Fire Down Below,67mOmEjFjeuax4X9vBSblP,['belgian stoner rock'],"{'href': None, 'total': 1915}",5
3ccRleJutCe1e0s6MVfl8E,Nachtzeit,Nachtzeit,3ccRleJutCe1e0s6MVfl8E,['swedish black metal'],"{'href': None, 'total': 357}",1
4OfokoxVsiGTHCrJDDLWVN,Mynded,Mynded,4OfokoxVsiGTHCrJDDLWVN,['german thrash metal'],"{'href': None, 'total': 347}",0
4zhX5rz0FduHZqqUeyqACi,Devation,Devation,4zhX5rz0FduHZqqUeyqACi,"['gothenburg metal', 'swedish melodeath']","{'href': None, 'total': 238}",0
7c6KObNUDDCUqJZxreTpJo,Shadowflag,Shadowflag,7c6KObNUDDCUqJZxreTpJo,['british black metal'],"{'href': None, 'total': 101}",0
7Db8RG3yXcy2VUal0cBz7o,Sinprophecy,Sinprophecy,7Db8RG3yXcy2VUal0cBz7o,['arab metal'],"{'href': None, 'total': 111}",0
1R5a1oBn8chZQ6m1AKq3ZG,Obsidian Chamber,Obsidian Chamber,1R5a1oBn8chZQ6m1AKq3ZG,"['austrian black metal', 'symphonic death metal']","{'href': None, 'total': 171}",0
3lltTn21zS13rYVrN3AyEH,Funereus,Funereus,3lltTn21zS13rYVrN3AyEH,['mexican black metal'],"{'href': None, 'total': 342}",0
0uSLynoR94AXrnS9FnFHmO,The Moth,The Moth,0uSLynoR94AXrnS9FnFHmO,['german stoner rock'],"{'href': None, 'total': 472}",0
0c3p8MZh3ZeoHP7wyiYaaV,Tephros,Tephros,0c3p8MZh3ZeoHP7wyiYaaV,['venezuelan metal'],"{'href': None, 'total': 30}",0
3HQ7qP6FF9Qpgc8OCsDaBH,Killimanjaro,Killimanjaro,3HQ7qP6FF9Qpgc8OCsDaBH,['portuguese rock'],"{'href': None, 'total': 4186}",10
54jJseP0c0ahtWnKyV58gl,Definitive,Definitive,54jJseP0c0ahtWnKyV58gl,['turkish metal'],"{'href': None, 'total': 3848}",17
28ramoq2sDM991tyzDSzAp,D.A.M.,D.A.M.,28ramoq2sDM991tyzDSzAp,['metal mineiro'],"{'href': None, 'total': 693}",1
0lZUoGncQYLlIaMUmoNo9N,Stillborn,Stillborn,0lZUoGncQYLlIaMUmoNo9N,['polish black metal'],"{'href': None, 'total': 1979}",3
3OAvEs65f1860UCImVLIa6,Stillborn,Stillborn,3OAvEs65f1860UCImVLIa6,['swedish doom metal'],"{'href': None, 'total': 801}",4
1E6e3PEiDGmLH89A83pe5g,Inertia,Inertia,1E6e3PEiDGmLH89A83pe5g,['australian metalcore'],"{'href': None, 'total': 4523}",25
7DZEKFR89WXBXWtBhcXcAA,Inertia,Inertia,7DZEKFR89WXBXWtBhcXcAA,"['buffalo ny metal', 'western ny metal']","{'href': None, 'total': 398}",2
4osVU3jyVz4gMMeyQr6ABg,Angel Dust,Angel Dust,4osVU3jyVz4gMMeyQr6ABg,"['german metal', 'german thrash metal', 'neo-trad metal']","{'href': None, 'total': 14178}",28
5F3OMDkeV4iOBkvVjVoy90,Odd Logic,Odd Logic,5F3OMDkeV4iOBkvVjVoy90,['melodic progressive metal'],"{'href': None, 'total': 1615}",5
37YD9PEIx16K8z6NdY84aS,Damngod,Damngod,37YD9PEIx16K8z6NdY84aS,"['finnish death metal', 'grisly death metal']","{'href': None, 'total': 68}",0
6PHDOUfabIXQ4lb9PXg4Yz,Asmodai,Asmodai,6PHDOUfabIXQ4lb9PXg4Yz,['deep metalcore'],"{'href': None, 'total': 2576}",27
19InY0VWvPujLCsEeYOxub,Caedere,Caedere,19InY0VWvPujLCsEeYOxub,['dutch death metal'],"{'href': None, 'total': 438}",1
0i69MBsTedwhDdVQCd5Jk8,Valhalore,Valhalore,0i69MBsTedwhDdVQCd5Jk8,['australian metal'],"{'href': None, 'total': 9624}",30
1OPkkMwwvie0ssIlyi3gRa,Krigere Wolf,Krigere Wolf,1OPkkMwwvie0ssIlyi3gRa,['italian black metal'],"{'href': None, 'total': 338}",0
3NToaiFanw727EW5ThHgBy,Duckhunters,Duckhunters,3NToaiFanw727EW5ThHgBy,['french stoner rock'],"{'href': None, 'total': 65}",0
60RyKMeI6QsCYRM5AcC0Er,Iron Witch,Iron Witch,60RyKMeI6QsCYRM5AcC0Er,"['black sludge', 'uk doom metal']","{'href': None, 'total': 1411}",1
6txf2ksDlbyt06kNh1m4o7,Mork,Mork,6txf2ksDlbyt06kNh1m4o7,"['black metal', 'norwegian black metal', 'pagan black metal']","{'href': None, 'total': 15795}",24
70rnTRRiEOcVkLzZTS0gzc,Mythosis,Mythosis,70rnTRRiEOcVkLzZTS0gzc,['thrash-groove metal'],"{'href': None, 'total': 43}",0
6zg1QBPtlJooZzhcYRwNpF,Patryk deRosa,Patryk deRosa,6zg1QBPtlJooZzhcYRwNpF,['shred'],"{'href': None, 'total': 7}",0
3IsYmdTPC4q1HTK1HOiVRe,Mongrelblood,Mongrelblood,3IsYmdTPC4q1HTK1HOiVRe,['pinoy metal'],"{'href': None, 'total': 77}",0
23A8zD6m6NqBQqDAWnDLCr,Reality Grey,Reality Grey,23A8zD6m6NqBQqDAWnDLCr,['deep melodic death metal'],"{'href': None, 'total': 609}",4
45MvWoWLKlKglPHeKiVlJY,Edge of Paradise,Edge Of Paradise,45MvWoWLKlKglPHeKiVlJY,"['melodic metal', 'slayer']","{'href': None, 'total': 16592}",32
1UYMWOWhoktWJxliLUnZdY,Bleating Apocalypse,Bleating Apocalypse,1UYMWOWhoktWJxliLUnZdY,['experimental black metal'],"{'href': None, 'total': 69}",0
3Z8SZVz5pM2TKniJ0uH25A,I'm from the Government and I'm Here to Help,I'm from the Government and I'm Here to Help,3Z8SZVz5pM2TKniJ0uH25A,['buffalo ny metal'],"{'href': None, 'total': 447}",2
1SOJHOdNpb0nWvc44S0LBT,Valous,Valous,1SOJHOdNpb0nWvc44S0LBT,['birmingham metal'],"{'href': None, 'total': 117}",0
7vfiuaRTjHVXxuTWh4zu1h,I Exist,I Exist,7vfiuaRTjHVXxuTWh4zu1h,"['australian hardcore', 'australian psych']","{'href': None, 'total': 2040}",4
14Je0BZ1VhCt37pe3Qw7Lb,No Empathy,No Empathy,14Je0BZ1VhCt37pe3Qw7Lb,['chicago punk'],"{'href': None, 'total': 222}",0
1rrO06CjJk3o3aA1fMeRHQ,Infected Malignity,Infected Malignity,1rrO06CjJk3o3aA1fMeRHQ,"['japanese death metal', 'melodic deathcore', 'slam death metal']","{'href': None, 'total': 646}",1
2q6nNhrEJitHG5PlcOm7ST,Castillion,Castillion,2q6nNhrEJitHG5PlcOm7ST,['swedish progressive metal'],"{'href': None, 'total': 342}",0
1bsa81hnIvrYOhmDRMMUdW,Aggressive Tyrants,Aggressive Tyrants,1bsa81hnIvrYOhmDRMMUdW,['pornogrind'],"{'href': None, 'total': 842}",4
3t2Ajq1u59NTGmY9R87kdw,Natterjack,Natterjack,3t2Ajq1u59NTGmY9R87kdw,['indonesian death metal'],"{'href': None, 'total': 973}",1
18GMe0LgLqwRRrKlkzCBLO,Liquid Steel,Liquid Steel,18GMe0LgLqwRRrKlkzCBLO,['austrian metal'],"{'href': None, 'total': 1140}",9
5tZnTrhKWJjS4Ve9eg3Kvr,James Byrd,James Byrd,5tZnTrhKWJjS4Ve9eg3Kvr,"['metal guitar', 'shred']","{'href': None, 'total': 921}",2
7iZqdXmJt3iiNj1FZPBLqf,Theory in Practice,Theory In Practice,7iZqdXmJt3iiNj1FZPBLqf,"['cosmic death metal', 'technical death metal']","{'href': None, 'total': 3379}",4
1jgV4XBFI1uRSLxFigvDcD,Magic Kingdom,Magic Kingdom,1jgV4XBFI1uRSLxFigvDcD,"['melodic metal', 'neo classical metal', 'power metal', 'symphonic power metal']","{'href': None, 'total': 14615}",22
0MibfvU94uNL8yptmo5ASV,Huldra,Huldra,0MibfvU94uNL8yptmo5ASV,"['atmospheric sludge', 'utah metal']","{'href': None, 'total': 281}",0
0tfZxh1i0blUF0b5udLsbv,Drunk with Pain,Drunk With Pain,0tfZxh1i0blUF0b5udLsbv,['czech metal'],"{'href': None, 'total': 87}",0
4DBYub3gV7o0bFnCDBcrhu,Sanktuary,Sanktuary,4DBYub3gV7o0bFnCDBcrhu,['canadian metal'],"{'href': None, 'total': 32}",0
04wWeDaHlIjjw3Wj33Y2iv,Devil in the Kitchen,Devil in the Kitchen,04wWeDaHlIjjw3Wj33Y2iv,['celtic metal'],"{'href': None, 'total': 366}",8
6M9fQH5ClPzU542f4Vz3D5,Exilion,Exilion,6M9fQH5ClPzU542f4Vz3D5,['nordic folk metal'],"{'href': None, 'total': 223}",0
31Tfxkj0HCfFgEjluRPSMi,Heathen Foray,Heathen Foray,31Tfxkj0HCfFgEjluRPSMi,"['folk metal', 'viking metal']","{'href': None, 'total': 15567}",26
1u13Ufesdz3aVSYpL1bFue,Michael Romeo,Michael Romeo,1u13Ufesdz3aVSYpL1bFue,"['melodic metal', 'neo classical metal', 'progressive metal', 'progressive power metal', 'shred']","{'href': None, 'total': 30037}",30
3KWOkq7nrD0UybEUMj4Ryt,The Great Discord,The Great Discord,3KWOkq7nrD0UybEUMj4Ryt,"['slayer', 'swedish progressive metal']","{'href': None, 'total': 14655}",29
1YK9suOewtPHgPf3DbMbQG,Black Hate,Black Hate,1YK9suOewtPHgPf3DbMbQG,"['depressive black metal', 'mexican black metal']","{'href': None, 'total': 4011}",10
2Dh2HGnBtHVVxFpWr8PxEL,Art Far Away,Art Far Away,2Dh2HGnBtHVVxFpWr8PxEL,['gothenburg metal'],"{'href': None, 'total': 154}",0
6RW3PIbCsvSVIB5dzx9MV8,Secret Sphere,Secret Sphere,6RW3PIbCsvSVIB5dzx9MV8,"['italian metal', 'italian power metal', 'melodic metal', 'neo classical metal', 'power metal', 'symphonic metal', 'symphonic power metal']","{'href': None, 'total': 20040}",25
3GHvqZ5zQ9F4OS4itGfoKS,Bethzaida,Bethzaida,3GHvqZ5zQ9F4OS4itGfoKS,['norwegian death metal'],"{'href': None, 'total': 391}",2
5YAxf07Q3FvlrlRaMAnt65,Hiidenhauta,Hiidenhauta,5YAxf07Q3FvlrlRaMAnt65,"['finnish black metal', 'melodic black metal']","{'href': None, 'total': 1579}",5
11NtwtZYCEzR3Dc9cMbh2v,Oracle of Fire,Oracle of FIre,11NtwtZYCEzR3Dc9cMbh2v,['symphonic death metal'],"{'href': None, 'total': 6}",0
4kpJGSYZc2HrSzCuFhsI5a,Katalysator,Katalysator,4kpJGSYZc2HrSzCuFhsI5a,['swedish death metal'],"{'href': None, 'total': 115}",0
0nKNeusnKzia5RzarZqt7B,Ater Era,Ater Era,0nKNeusnKzia5RzarZqt7B,['slovenian metal'],"{'href': None, 'total': 73}",0
23jSIm8VfKV2HaQJtfR3PK,Pyramaze,Pyramaze,23jSIm8VfKV2HaQJtfR3PK,"['christian power metal', 'melodic metal', 'neo classical metal', 'power metal', 'progressive metal', 'progressive power metal', 'symphonic power metal']","{'href': None, 'total': 28733}",32
5OFt2M8IpAbeWletCqoLOb,Power Theory,Power Theory,5OFt2M8IpAbeWletCqoLOb,['melodic power metal'],"{'href': None, 'total': 1824}",5
3zMQjinbDUfom4cNw3dKmH,Citron,Citron,3zMQjinbDUfom4cNw3dKmH,['czech rock'],"{'href': None, 'total': 20066}",33
3mp9Isfpx6TYaB9vhZZFKV,Shinigami,Shinigami,3mp9Isfpx6TYaB9vhZZFKV,['dutch death metal'],"{'href': None, 'total': 221}",0
1KBRDNBWi8MtUXv84kp41U,Rhegency,Rhegency,1KBRDNBWi8MtUXv84kp41U,['rock abc paulista'],"{'href': None, 'total': 82}",0
0EDZ02GLT7apHoy9dq0yaJ,Ethereal Shroud,Ethereal Shroud,0EDZ02GLT7apHoy9dq0yaJ,"['atmospheric black metal', 'autonomous black metal', 'voidgaze']","{'href': None, 'total': 7004}",15
1yylVP15NQnOBmctDkUyZv,Aphorism,Aphorism,1yylVP15NQnOBmctDkUyZv,['metal baiano'],"{'href': None, 'total': 3}",0
7pn4COkjUVllsEF4rylPqg,Aphorism,Aphorism,7pn4COkjUVllsEF4rylPqg,"['brazilian grindcore', 'metal baiano', 'rock baiano']","{'href': None, 'total': 728}",2
1KGNMVYMMsYqIYfbOHxbp2,Perpetual Dreams,Perpetual Dreams,1KGNMVYMMsYqIYfbOHxbp2,"['brazilian heavy metal', 'metal catarinense']","{'href': None, 'total': 174}",0
0IOrAgufqMFmOtDUy2HK5f,Inveracity,Inveracity,0IOrAgufqMFmOtDUy2HK5f,"['brutal death metal', 'slam death metal']","{'href': None, 'total': 13057}",14
4WEXfGGU8L9RcRSDI0Jce1,Wormsblood,Wormsblood,4WEXfGGU8L9RcRSDI0Jce1,['experimental black metal'],"{'href': None, 'total': 240}",1
5b8wRjxaDeV24tdTzSjM4F,Abnormal Thought Patterns,Abnormal Thought Patterns,5b8wRjxaDeV24tdTzSjM4F,['instrumental progressive metal'],"{'href': None, 'total': 1757}",4
4HVdB0F88RVQKibcfmtszY,In tha Umbra,In Tha Umbra,4HVdB0F88RVQKibcfmtszY,"['grim death metal', 'portuguese black metal', 'portuguese death metal']","{'href': None, 'total': 112}",0
1i2kMpQzhSfjKgVScaeYpw,Godhate,Godhate,1i2kMpQzhSfjKgVScaeYpw,"['grisly death metal', 'swedish death metal']","{'href': None, 'total': 477}",1
4D65VHemNyiVfbwHqSe2Gh,Damien Thorne,Damien Thorne,4D65VHemNyiVfbwHqSe2Gh,['speed metal'],"{'href': None, 'total': 823}",5
1veOXeYQw3c7fohVMlw4V9,Throng of Shoggoths,Throng of Shoggoths,1veOXeYQw3c7fohVMlw4V9,"['alabama metal', 'lovecraftian metal']","{'href': None, 'total': 41}",1
4rVproaNZlovREH5A1EjtE,Diabolos Dust,Diabolos Dust,4rVproaNZlovREH5A1EjtE,['german heavy metal'],"{'href': None, 'total': 79}",0
2xZWzHHwMsUByHlYvDs3s9,Hekel,Hekel,2xZWzHHwMsUByHlYvDs3s9,['dutch black metal'],"{'href': None, 'total': 158}",0
6sJQe2QTwm0FJKwtncRnNG,Disbelief,Disbelief,6sJQe2QTwm0FJKwtncRnNG,['german death metal'],"{'href': None, 'total': 6450}",16
6RzZCCosecXrfUfeZqMbep,Avercage,Avercage,6RzZCCosecXrfUfeZqMbep,['russian metal'],"{'href': None, 'total': 37}",0
2aqXEwO1rhjsDEiBlNytb4,Skogen Brinner,Skogen Brinner,2aqXEwO1rhjsDEiBlNytb4,"['swedish doom metal', 'swedish stoner rock']","{'href': None, 'total': 1154}",3
0WVXlaglIOtQueNbucPjZ0,Toxic Holocaust,Toxic Holocaust,0WVXlaglIOtQueNbucPjZ0,"['black thrash', 'crossover thrash', 'death metal', 'metal', 'mexican metal', 'new wave of thrash metal', 'portland metal', 'thrash metal']","{'href': None, 'total': 124067}",39
0g1E94IVmyO7RilKcM7qQz,Dragster,dragSTER,0g1E94IVmyO7RilKcM7qQz,['nwobhm'],"{'href': None, 'total': 901}",5
3fKipwaCrvnJDSNh3IDpkC,Kotipelto,Kotipelto,3fKipwaCrvnJDSNh3IDpkC,"['finnish power metal', 'melodic metal', 'neo classical metal', 'power metal']","{'href': None, 'total': 14719}",25
4hphibXUFc7jTVrSXcDut2,Edenwar,Edenwar,4hphibXUFc7jTVrSXcDut2,['mexican metal'],"{'href': None, 'total': 690}",1
5rTYpl2VNcgsWfI5sctrVA,Delenda Arcana,Delenda Arcana,5rTYpl2VNcgsWfI5sctrVA,['folk metal latinoamericano'],"{'href': None, 'total': 102}",0
5SIiNqpYgqyMJi2sC6Pz5i,Cova Rasa,Cova Rasa,5SIiNqpYgqyMJi2sC6Pz5i,['brazilian heavy metal'],"{'href': None, 'total': 233}",0
6sSldreM0Hu3EwRrWPRkku,Wangelen,Wangelen,6sSldreM0Hu3EwRrWPRkku,['chilean black metal'],"{'href': None, 'total': 594}",4
2JajoDCitNGuLH7zBBJcZb,Deriva,Deriva,2JajoDCitNGuLH7zBBJcZb,['italian punk'],"{'href': None, 'total': 213}",6
6D4pMQqD0dTfx84EtyW7Eu,Sceptre,Sceptre,6D4pMQqD0dTfx84EtyW7Eu,['indian rock'],"{'href': None, 'total': 473}",2
66zbvhrrN1CKNR6sVBfBA3,Sceptre,Sceptre,66zbvhrrN1CKNR6sVBfBA3,['indian metal'],"{'href': None, 'total': 50}",0
2df7OBCuHz8e9eqbyRqMNH,Callenish Circle,Callenish Circle,2df7OBCuHz8e9eqbyRqMNH,"['dutch death metal', 'dutch metal', 'melodic death metal']","{'href': None, 'total': 6651}",14
3Nt7UxMCf1tiY2EWViSXRp,Maus,Maus,3Nt7UxMCf1tiY2EWViSXRp,['icelandic rock'],"{'href': None, 'total': 1538}",11
1Hob9hglZJDgNOSqCGyeoR,Muldjord,Muldjord,1Hob9hglZJDgNOSqCGyeoR,['danish death metal'],"{'href': None, 'total': 97}",0
43TrUueLCma5j43Hk6Plhj,Solution 13,Solution 13,43TrUueLCma5j43Hk6Plhj,['oulu metal'],"{'href': None, 'total': 101}",0
3mlD3HSFLSpxwAo8gRBrW7,Apep,Apep,3mlD3HSFLSpxwAo8gRBrW7,"['german death metal', 'saxony metal']","{'href': None, 'total': 278}",0
3CVA8x3T3OP42MrrDDukHv,Sil Khannaz,Sil Khannaz,3CVA8x3T3OP42MrrDDukHv,['malaysian metal'],"{'href': None, 'total': 1058}",2
5QdhTBDhLZGC4nOUZQryMg,Kypck,KYPCK,5QdhTBDhLZGC4nOUZQryMg,"['doom metal', 'epic doom', 'finnish doom metal', 'oulu metal']","{'href': None, 'total': 4319}",10
5vIq4G3QCA2bYs3ZsFEJGf,Corrupted Melody,Corrupted Melody,5vIq4G3QCA2bYs3ZsFEJGf,"['atmospheric doom', 'slovak metal']","{'href': None, 'total': 37}",0
0HPtVK5TD3Az8ClfZLzPbE,Niobeth,Niobeth,0HPtVK5TD3Az8ClfZLzPbE,"['fallen angel', 'opera metal']","{'href': None, 'total': 2745}",3
1sd1XrYE5fNqd9vlTkH3lj,Hate Squad,Hate Squad,1sd1XrYE5fNqd9vlTkH3lj,['german thrash metal'],"{'href': None, 'total': 963}",4
0LHNQfYOW004kgMa52JDbv,Stone Golem,Stone Golem,0LHNQfYOW004kgMa52JDbv,['dutch stoner rock'],"{'href': None, 'total': 210}",2
38GOC8CohJ9Jaunp9QcRC4,Vociferian,Vociferian,38GOC8CohJ9Jaunp9QcRC4,"['cryptic black metal', 'french black metal']","{'href': None, 'total': 306}",0
425MOc0XBuDKxxw4HF6HdV,Ottobrenero,Ottobrenero,425MOc0XBuDKxxw4HF6HdV,['italian progressive metal'],"{'href': None, 'total': 69}",0
43N6Bk15GQIQJh0lARCdEI,Imber Luminis,Imber Luminis,43N6Bk15GQIQJh0lARCdEI,"['atmospheric doom', 'belgian black metal']","{'href': None, 'total': 1031}",2
39bLgZFyhFzM4QvdyW1knK,Facebreaker,Facebreaker,39bLgZFyhFzM4QvdyW1knK,['swedish death metal'],"{'href': None, 'total': 9702}",19
3ieIDJseRPHy4rSClVQqNw,BlackHand,Blackhand,3ieIDJseRPHy4rSClVQqNw,['texas hardcore'],"{'href': None, 'total': 93}",0
2Teb0k1gXnClZDNUOUprcn,After the Abduction,After the Abduction,2Teb0k1gXnClZDNUOUprcn,['british death metal'],"{'href': None, 'total': 80}",0
0403zjZcATjBkEx7A1flVB,Memento Waltz,Memento Waltz,0403zjZcATjBkEx7A1flVB,['italian progressive metal'],"{'href': None, 'total': 134}",0
51kom0dCPU0zk7cxZaOkuj,Svrm,Svrm,51kom0dCPU0zk7cxZaOkuj,"['atmospheric black metal', 'ukrainian black metal', 'voidgaze']","{'href': None, 'total': 3566}",19
1Fmb9psutrd4kZbquwndwO,Cumulo Nimbus,Cumulo Nimbus,1Fmb9psutrd4kZbquwndwO,['medieval rock'],"{'href': None, 'total': 3476}",20
0a4Olq2nvnFSHcmBGhURog,Renascent,Renascent,0a4Olq2nvnFSHcmBGhURog,"['christian metal', 'christian symphonic metal', 'symphonic melodic death metal', 'unblack metal']","{'href': None, 'total': 5100}",10
1JGuyN7go6dqCOKEBsN47S,Gored,Gored,1JGuyN7go6dqCOKEBsN47S,['goregrind'],"{'href': None, 'total': 209}",1
1EzvfumDDDz3rkI2EE1fXo,Graveland,Graveland,1EzvfumDDDz3rkI2EE1fXo,"['black metal', 'dark black metal', 'pagan black metal', 'polish black metal', 'polish folk metal', 'raw black metal', 'slavic metal', 'viking black metal']","{'href': None, 'total': 19924}",27
2K0F0QDiQMuXtSIl8n2PTd,Demonizer,Demonizer,2K0F0QDiQMuXtSIl8n2PTd,['belgian black metal'],"{'href': None, 'total': 135}",0
174uXw12zbuIqnQblsWjYP,Disastrous,Disastrous,174uXw12zbuIqnQblsWjYP,['pinoy metal'],"{'href': None, 'total': 201}",0
4tCGLoBHcErzFQOYCm8T60,Sacrilege,Sacrilege,4tCGLoBHcErzFQOYCm8T60,['swedish melodeath'],"{'href': None, 'total': 3072}",13
7cJ2UwehBKUkYVUR6HqazO,Sacrilege,Sacrilege,7cJ2UwehBKUkYVUR6HqazO,['birmingham metal'],"{'href': None, 'total': 4350}",1
54kJrkH2tzAMrp2PoqlGcB,ColdSpell,Coldspell,54kJrkH2tzAMrp2PoqlGcB,['swedish melodic rock'],"{'href': None, 'total': 4443}",7
4v7Ir81pDbE0UyLBwUdX83,Gorerotted,Gorerotted,4v7Ir81pDbE0UyLBwUdX83,"['british death metal', 'british grindcore', 'brutal death metal', 'deathgrind', 'goregrind', 'grindcore']","{'href': None, 'total': 11778}",15
3DRLzKGNEtIshqy3L32HYl,Elias Viljanen,Elias Viljanen,3DRLzKGNEtIshqy3L32HYl,['finnish power metal'],"{'href': None, 'total': 830}",9
6MV0C8P2xQrukq4lsFiVMT,Midvinter,Midvinter,6MV0C8P2xQrukq4lsFiVMT,"['dark black metal', 'deep symphonic black metal', 'swedish metal']","{'href': None, 'total': 497}",2
3RI0YoK4FKhODinIMOPvpH,Unpersons,Unpersons,3RI0YoK4FKhODinIMOPvpH,['sludge metal'],"{'href': None, 'total': 2329}",5
0nGvVTiZV5SKRkEnsnfbn9,Ardi Beltza,Ardi Beltza,0nGvVTiZV5SKRkEnsnfbn9,['spanish metal'],"{'href': None, 'total': 168}",1
65gkFhY48NYH6J7YSewRNW,"Trees, Clouds & Silence","Trees, Clouds & Silence",65gkFhY48NYH6J7YSewRNW,['spanish black metal'],"{'href': None, 'total': 291}",0
5ufJ15AEMcyv7yrLYOh7Vp,Morningless,Morningless,5ufJ15AEMcyv7yrLYOh7Vp,['quebec death metal'],"{'href': None, 'total': 58}",0
2zzdQvAmsl7E9FtCJIS0Ek,Electric Funeral,Electric Funeral,2zzdQvAmsl7E9FtCJIS0Ek,"['d-beat', 'swedish hardcore']","{'href': None, 'total': 1236}",3
4KVJz0MGpTeacTREcMxLmg,Kirchenbrand,Kirchenbrand,4KVJz0MGpTeacTREcMxLmg,['austrian black metal'],"{'href': None, 'total': 684}",2
3tA2lIfzksRlSSWdmmRZGa,Schrat,Schrat,3tA2lIfzksRlSSWdmmRZGa,['german black metal'],"{'href': None, 'total': 1656}",4
7uo9jYtadpWGOnipkw29Hy,Symbyosis,Symbyosis,7uo9jYtadpWGOnipkw29Hy,"['french death metal', 'french metal']","{'href': None, 'total': 771}",1
37lNjozko7Gl6wKNdJy2VE,Beneath the Frozen Soil,Beneath the Frozen Soil,37lNjozko7Gl6wKNdJy2VE,['funeral doom'],"{'href': None, 'total': 555}",0
0I1xiCNhWRLSzyExTDwlMY,Blacknetic,Blacknetic,0I1xiCNhWRLSzyExTDwlMY,['german thrash metal'],"{'href': None, 'total': 43}",0
