Lavos Beckon,power metal//progressive metal//thrash metal
Lavra,doom metal
Law of Destruction,groove metal//thrash metal
Law of the Plague,death metal//thrash metal
Lawless,black metal//death metal//thrash metal//heavy metal
Lawnmower Deth,thrash metal
Lay Down Rotten,death metal
Layout,heavy metal
Lazarus A.D.,groove metal//thrash metal
Lazarus Blackstar,sludge metal//doom metal
Lazarus Long,doom metal
Lazarus Vendetta,death metal//grindcore metal
Lazy Wizzard,heavy metal
Le Cri du Mort,gothic metal
Le Diable Blanc,black metal
Le Fou,heavy metal
Le Scimmie,stoner metal
LeHorla,heavy metal//folk metal
LeVeaux,thrash metal//heavy metal
Leach,death metal//thrash metal
Lead,death metal//industrial metal
Lead the Dead,death metal//thrash metal
Leaden,black metal//thrash metal
Leaderless Revolution,death metal
Leafall,heavy metal
Leafter,sludge metal
Leagues Below,black metal//death metal
Leak,groove metal//thrash metal
Leather Apron,heavy metal
Leather Nun America,doom metal
Leather Warriors,heavy metal
Leatherhorn,black metal
Leathermask,heavy metal
Leave Scars,death metal//thrash metal
Leaving Babylon,stoner metal//heavy metal//doom metal
Lebensborn 88,black metal//death metal
Lebensgefahr,black metal//doom metal
Lebensnacht,black metal
Lebensraum,black metal//doom metal
Lecher,heavy metal
Lecherous Nocturne,death metal
Lechy,black metal
Lectoblix,black metal
Ledfoot,thrash metal
Ledge,sludge metal//doom metal
Leeches of Lore,heavy metal//speed metal
Left Ablaze,metalcore metal//death metal
Left Alive,metalcore metal//death metal
Left Alone...,black metal
Left Cross,death metal
Left Hand,groove metal//thrash metal
Left in Agony,death metal
Left to Bleed,death metal
Left to Die,black metal//death metal//thrash metal
Legacia,heavy metal
Legacy,groove metal//black metal//death metal//power metal//progressive metal//thrash metal//heavy metal//speed metal
Legacy of Cynthia,progressive metal
Legacy of Darkness,black metal
Legacy of Kain,groove metal//thrash metal
Legacy of Past,gothic metal
Legacy of War,death metal//grindcore metal
Legado de una Tragedia,heavy metal
Legal Butchery,death metal
Legalize Crime,sludge metal
Legatus,death metal//thrash metal//heavy metal//doom metal
Legen Beltza,thrash metal
Legend Has It,stoner metal
Legend Scroll,death metal
Legend Wars,heavy metal
Legendary,heavy metal
Legendsea,heavy metal//speed metal
Legion Infernal,black metal
Legion Massacre,death metal
Legion Mortifere,black metal
Legion Obscure,black metal
Legion Warcry,power metal
Legion of Bokor,heavy metal
Legion of Death,death metal//thrash metal
Legion of Gomorra,death metal
Legion of Lunacy,death metal
Legion666,black metal
Legionary,death metal//thrash metal
Legione,black metal
Legioned Marcher,power metal//heavy metal
Legionem,doom metal
Legiones Obscurae,black metal//industrial metal
Legionnaire,groove metal//thrash metal//heavy metal
Legions,black metal//death metal//thrash metal
Legions of War,black metal//thrash metal
Legynd,progressive metal
Leichenwald,black metal
Leichenzug,black metal
Leid,black metal
Leiden,gothic metal//industrial metal
Leider,heavy metal
Leithian,power metal
Leize,heavy metal
Leka,death metal//progressive metal//experimental metal
Lekuri,sludge metal
Lembrando os Mortos,black metal
Lemegethon,black metal
Lemming Project,death metal
Length of Time,groove metal//thrash metal
Lenore S. Fingers,gothic metal//doom metal
Leo Doomsayer,metalcore metal//death metal
Leo Figaro,symphonic metal//power metal
Leon,progressive metal
Leonardo,power metal//progressive metal
Leper Christ,black metal
Lepidopteran,black metal
Lepra,black metal//death metal//grindcore metal
Leprocide,death metal
Leprosy Abscess,death metal
Leprosy Terror,death metal
Leptictidium,death metal//grindcore metal
Leptodus,black metal
Leptotrichia,death metal
Leraje,black metal
Les Ailes de la Mort,black metal//death metal
Les Fleurs du Mal,black metal
Less Than Zombie,sludge metal//doom metal
Lesser Life,grindcore metal
Lessness,groove metal//thrash metal
Lestat,black metal//death metal//gothic metal//heavy metal
Lestregus Nosferatus,black metal//death metal
Let Them Burn,groove metal//death metal//thrash metal
Let the Night Roar,sludge metal//stoner metal//doom metal
Let's Stampede,heavy metal
Letanhia,heavy metal
Letargia,thrash metal//doom metal
Letchen Grey,heavy metal
Letching Grey,power metal
Lethal,power metal//progressive metal//thrash metal//heavy metal
Lethal Attack,groove metal//thrash metal
Lethal Creed,thrash metal
Lethal Dawn,death metal//progressive metal
Lethal Energy,thrash metal
Lethal Fire,thrash metal
Lethal Guest,death metal//thrash metal
Lethal Injection,metalcore metal//death metal//thrash metal//speed metal
Lethal Injectionn,heavy metal
Lethal Militia,thrash metal
Lethal Night,heavy metal
Lethal Presence,thrash metal
Lethal Siege,black metal
Lethal Unraveling,metalcore metal//thrash metal
Lethal Venom,death metal
LethalBlow,black metal//gothic metal
Lethargic,death metal//doom metal
Lethargy,death metal//thrash metal//doom metal
Letharsis,death metal//thrash metal
Lethes Fluten,black metal
Letialis,death metal
Letmac,power metal
Leukorrhea,death metal
Level Above Human,death metal
Level Exit,death metal
Level7,metalcore metal//groove metal
Levels of Abandonment,black metal
Leverage,power metal//heavy metal
Levia,power metal
Leviathan Cross,stoner metal//doom metal
Levitanea,heavy metal
Levitate,metalcore metal//groove metal
Levitation,death metal//power metal//progressive metal
Lex Inferi,black metal
Lex Talion,viking metal//heavy metal//folk metal
Lex Verbalia,progressive metal
Lexee,heavy metal
Leyenda,heavy metal
Lhutero,black metal
Libation,black metal//death metal
Liber Necris,black metal//death metal
Liber Nihil,black metal//death metal
Libertad o Muerte,metalcore metal//death metal
Liberteer,death metal//grindcore metal
Libithum,black metal//doom metal
Libra,black metal//heavy metal//doom metal
Libramentum,symphonic metal//progressive metal
Licantropos,heavy metal
Lichens,black metal
Lichlord,death metal
Licht erlischt...,black metal//doom metal
Licht- und Schattensaiten,black metal//experimental metal
Licorea,sludge metal
Lid,stoner metal//heavy metal
Lie Angel,black metal
Lie Tears,progressive metal
Lied d'Anima,gothic metal
Lied des Waldes,black metal
Liege Lord,power metal//speed metal
Lies Behind the Smile,metalcore metal//death metal
Lies of Smiles,heavy metal
Lies of the Machine,avant-garde metal//symphonic metal
Life Artist,progressive metal
Life Demise,black metal//death metal
Life Dethroned,black metal
Life Is Hell,black metal
Life Is My Enemy,groove metal//death metal
Life Stealing,power metal
Life Suffers Defeat,metalcore metal//death metal
Life Will Be Good Again,death metal//thrash metal
Life in Dive,black metal
Life's Decay,doom metal
Life's Illusion,black metal
LifeForce,progressive metal
Lifeless Sorrow,black metal//doom metal
Lifeless Within,black metal//doom metal
Lifeproof,black metal
Lifeseeker,progressive metal
Lifesenseless,doom metal
Lift Elevator,thrash metal
Lifthrasil,black metal
Lifthrasireon,black metal//folk metal
Light,death metal//doom metal
Light Among Shadows,heavy metal
Light Bringer,power metal
Light Force,power metal
Light Shall Prevail,black metal
Light of Candle,power metal
Light of Dark,death metal
Light of Death,black metal
Light of Disaster,groove metal//death metal
Light?,death metal//progressive metal//doom metal
Lightlost,death metal
Lightning Lord,heavy metal//speed metal
Lightning Swords of Death,black metal//death metal
Lights of Nightmares,symphonic metal//progressive metal
Lightseekers,progressive metal
Lihporcen,black metal//death metal
Like Desolate like True,black metal
Like Drone Razors Through Flesh Sphere,doom metal
Like Flies on Flesh,sludge metal//death metal//thrash metal//doom metal
Like Thousand Suns,death metal
Like Tomorrow,power metal
Like a Kind of Matador,doom metal
Likvann,black metal
Lilith's Spell,heavy metal
Lilitu,black metal//death metal//gothic metal
Lilla Veneda,black metal//death metal
Lily Marleen,industrial metal//thrash metal
Liminal,death metal//progressive metal//gothic metal
Limit of Tolerance,death metal
Limite,heavy metal
Limited Edition,thrash metal//heavy metal
Limited Mutanter,death metal
Linceul,black metal
Lindorm,black metal
Line Anger,death metal
Line Up Your Lies,death metal//grindcore metal
Line of Sight,deathcore metal
Lingchi,death metal
Lingedal,black metal
Lingering Torment,black metal//death metal
Lionel Pryor,progressive metal
Lionheart,power metal//heavy metal
Lions Breed,heavy metal
Lions Pride,heavy metal
Lions of Tsavo,metalcore metal//death metal//thrash metal
Lions of the South,thrash metal//heavy metal
Lionsgate,progressive metal//heavy metal
Lipid,thrash metal
Liprosys,death metal
Lipstick Guys,thrash metal
Lipthopia,thrash metal
Liquid Earth,heavy metal
Liquid Optimism,metalcore metal
Liquid Shadows,power metal//progressive metal
Liquid Skull,death metal//grindcore metal
Liquid Steel,heavy metal
Liquified Guts,death metal//grindcore metal
Liquified Maggots,death metal//grindcore metal
Lisergia,death metal
Lisiya Gori,death metal//thrash metal
Litania,black metal
Litania Ater,black metal//thrash metal
Litanie,black metal
Litany,death metal//doom metal
Lites over Fenix,gothic metal
Lithanian,death metal//thrash metal//doom metal
Lithium,black metal//heavy metal
Lithostrotos,death metal//thrash metal
Little Bandit,death metal
Little V,electronic metal//progressive metal
Liturgy of Decay,gothic metal
Litzbomb,power metal
Liv Moon,symphonic metal//power metal
Livercage,electronic metal//black metal//experimental metal
Liveride,black metal
Livhzuena,death metal
Livid,stoner metal//doom metal
Livin Alive,thrash metal
Living Altar,death metal
Living Corpse,metalcore metal//groove metal//thrash metal
Living Death,death metal//thrash metal//speed metal
Living Decay,death metal
Living Heart,heavy metal
Living Impaired,death metal
Living Monstrosity,black metal//grindcore metal
Living Through Ghosts,death metal//doom metal
Living Twice,death metal//doom metal
Lixylation,death metal
Lizard,death metal//thrash metal//heavy metal//speed metal
Lizard Eye,heavy metal
Lizard Queen,stoner metal
Lizard's Gorge,sludge metal//doom metal
Lizzard,heavy metal
Llihje,black metal
Llova Death in Mortum,black metal
Llung,stoner metal//doom metal
Lluvia Acida,thrash metal
Llyfyrion,thrash metal//heavy metal
Llyr,black metal//death metal//doom metal
Lo Pan,grindcore metal
Lo-Pan,stoner metal
Lo-Ruhamah,death metal
Loanshark,heavy metal
Loathfinder,doom metal
Loathsome Faith,death metal
Lobo,black metal
Lobotomi,progressive metal
Lobotomist,death metal//thrash metal
Loch Chauron,power metal//progressive metal
Lochinvar,heavy metal
Locked in a Vacancy,metalcore metal//death metal
Lockfist,metalcore metal//groove metal
Loco,metalcore metal//thrash metal
Locomotive,death metal//thrash metal//heavy metal
Locomotive Death,heavy metal
Locotus,metalcore metal
Locrian Mist,death metal//progressive metal
Loculo,thrash metal
Locura,groove metal//death metal//thrash metal
Locust Leaves,progressive metal//experimental metal
Locusta,black metal//death metal//progressive metal
Locvlvs,black metal
Lofton,heavy metal
Logan,heavy metal
Logic Edge,progressive metal
Logic Severed,death metal//experimental metal
Logistic Slaughter,death metal
Logorrhea!,thrash metal
Logrus,heavy metal
Logruss,avant-garde metal//progressive metal
Loincloth,progressive metal
Loinen,sludge metal//doom metal
Lokasenna,death metal//thrash metal
Lokurah,death metal//thrash metal
Loky,metalcore metal//death metal//grindcore metal
Lolita Komplex,gothic metal
Lombricor,death metal//thrash metal
Lomera,sludge metal
Lone Wolf,heavy metal
Lonely Heart,heavy metal
Lonesome October,gothic metal
Lonestar Massacre,metalcore metal//thrash metal
Long Time Dead,groove metal
Long Voyage Back,black metal//death metal//doom metal
Longed for Fusion,gothic metal//doom metal
Longing and Silence,black metal//doom metal
Lonkkavika,sludge metal
Looking Glass,stoner metal
Looking for Mystica,black metal//death metal
Looking for an Answer,death metal//grindcore metal
Looks like Reign,death metal
Loon,sludge metal//doom metal
Looser,thrash metal
Loputon Suo,black metal
Lord,sludge metal//black metal//stoner metal//power metal//thrash metal//heavy metal//doom metal
Lord Abaddon,black metal
Lord Abortion,black metal
Lord Agheros,black metal
Lord Asmodeus,black metal
Lord Ayphos,death metal
Lord Belial,black metal
Lord Centipede,thrash metal//doom metal
Lord Chacal,black metal
Lord Crow,stoner metal//doom metal
Lord Dahthar,black metal//symphonic metal
Lord Devastador,black metal//death metal
Lord Ehwen,heavy metal
Lord Forneus,black metal
Lord Foul,black metal
Lord Frimost,black metal
Lord Gallows,speed metal
Lord Hitler,black metal//death metal
Lord Infernal,black metal
Lord Ketil,black metal
Lord Mantis,sludge metal
Lord Paymon,black metal
Lord Sword,sludge metal//heavy metal//doom metal
Lord Thanatos,power metal
Lord Wind,folk metal
Lord of Pagathorn,black metal
Lord of Storms,black metal
Lord of Torment,metalcore metal//death metal
Lord of War,deathcore metal//black metal//death metal
Lord of the Flies,speed metal
Lorde of All Desires,black metal//gothic metal
Lordi,heavy metal
Lords,death metal
Lords Anointed,metalcore metal//death metal
Lords of Aesir,symphonic metal
Lords of Armageddon,black metal
Lords of Discipline,metalcore metal//death metal
Lords of Sunset,progressive metal
Lords of the Crimson Alliance,power metal//heavy metal
Los Antiguos,stoner metal
Los Buscadores del Movimiento Perpetuo,stoner metal
Los Cuatrocientos Golpes,stoner metal
Los Dragula,sludge metal//stoner metal//doom metal
Los Pirates,heavy metal
Losa,death metal//thrash metal
Losing All,groove metal
Losna,thrash metal
Losquechoguapos,heavy metal
Loss for Words,thrash metal
Loss of Breath,groove metal//thrash metal
Loss of Lucidity,death metal//doom metal
Loss of Self,black metal
Loss on Ignition,metalcore metal//death metal//thrash metal
Lost,black metal//death metal//thrash metal//doom metal
Lost & Drowned,stoner metal
Lost Abbey,black metal
Lost Cause,thrash metal
Lost Child,thrash metal
Lost Detour,death metal
Lost Dreams,death metal
Lost Effect,gothic metal
Lost Fate,heavy metal
Lost Gravity,heavy metal
Lost Highway,heavy metal
Lost Human,black metal
Lost Innocence,power metal//progressive metal
Lost Inside,black metal
Lost Legion,power metal//thrash metal
Lost Opera,symphonic metal
Lost Patrol,death metal
Lost Realm,progressive metal
Lost Realms,stoner metal
Lost Rose,thrash metal//heavy metal
Lost Society,thrash metal
Lost Souls,industrial metal//thrash metal
Lost Souls Divided,progressive metal
Lost Species,groove metal//thrash metal
Lost in Sanity,heavy metal
Lost in Tears,gothic metal
Lost in the Shadows,black metal
Lostair,thrash metal
Lot,grindcore metal
Lotharon,heavy metal//doom metal
Lothorian,stoner metal//doom metal
Lotor Grinnelli,black metal
Lotus Ash,sludge metal//stoner metal//doom metal
Lotus Eaters,experimental metal
Lotus Iter,thrash metal
Lou Guerriero,thrash metal
LouderForce,heavy metal
Loudness of Silence,thrash metal//heavy metal
Loudness of Violence,death metal
Loudrage,groove metal//death metal
Louisiana Sadness,sludge metal//doom metal
Loup Noir,black metal
Love Drive,heavy metal
Love History,death metal//doom metal
Love like Waves Collapsing,death metal
Love's Labour's Lost,gothic metal
Love.Might.Kill,heavy metal
Lovechild,heavy metal
Lovecraft Symphony,thrash metal
Lover of Sin,heavy metal
Loviatar,doom metal
Low Profile,thrash metal
Low Ride,thrash metal
Lowblow,thrash metal
Lowbrow,death metal
Lowcaster,stoner metal
Lower 13,heavy metal
Lower Back Problems,death metal
Lower Than Zero,death metal//grindcore metal
Lowfellow,stoner metal
Lowgrown,progressive metal
Lowkey,groove metal
Lowlyfe,groove metal//death metal
Lowtide,metalcore metal
Luca Turilli's Dreamquest,electronic metal//symphonic metal
Lucaria,power metal
Luci Tristis,black metal
Lucian Blaque,heavy metal
Lucian the Wolfbearer,doom metal
Lucid Decree,progressive metal
Lucid Dream,heavy metal
Lucid Fear,black metal//symphonic metal
Lucid Reality,heavy metal
Lucidreams,heavy metal
Lucifer Effect,black metal
Lucifer Goatchrist Fuck,black metal
Lucifer's Dungeon,black metal
Lucifer's Fall,doom metal
Lucifer's Hammer,black metal//death metal//heavy metal
Lucifera,thrash metal
Luciferi,black metal
Luciferian Rites,black metal
Luciferian Werewolfs,black metal
Luciferium,black metal
Lucifero,black metal
Luciferus,black metal
Lucifist,thrash metal
Lucifuge,black metal//thrash metal
Lucifuge Rofocale,black metal//death metal
Lucrecia,power metal//thrash metal//heavy metal
Luctiferu,death metal
Lucturian,death metal
Luctus,black metal//thrash metal
Luctus' Hydra,black metal
Lucus a Non Lucendo,black metal
Ludaci,death metal//thrash metal
Luftwaffe,black metal//heavy metal
Lugburz Sleed,black metal
Lughnasadh la Force,power metal
Lughorn,black metal
Lugubre,black metal//doom metal
Lugzburz,black metal//death metal
Lujaneeza,power metal
Luke,folk metal
Luminis,gothic metal
Luminus,gothic metal
Lumsk,progressive metal//folk metal
Lumus,symphonic metal//power metal
Luna Azure,black metal
Luna Martyr,gothic metal
Luna Oculta,black metal
Lunacyst,death metal
Lunar Caustic,death metal
Lunar Occultis,black metal
Lunar Path,gothic metal
Lunar Shadow,heavy metal
Lunar Splinter,thrash metal
Lunar Tyrant,black metal//thrash metal//speed metal
Lunarchy,power metal//progressive metal//speed metal
Lunarsea,death metal
Lunatic Brigade,thrash metal
Lunatic Dictator,death metal//thrash metal
Lunatic Medlar,sludge metal//progressive metal
Lunatic Spirit,stoner metal
Lunatic Terror,death metal//thrash metal
Lunatics Without Skateboards Inc.,thrash metal
Lunatycas,heavy metal
Lunch,sludge metal//stoner metal//doom metal
Lunendei,power metal//folk metal
Lung Sewage,death metal//progressive metal
Lunglance,death metal//grindcore metal
Lungorthin,black metal
Lungspit,death metal//thrash metal
Lunocode,power metal//progressive metal
Lupara: The Widowmaker,death metal
Lupine Fall,black metal
Lupus Nocturnus,black metal
Lure,black metal
Lurid Dawn,death metal//progressive metal
Lurid State,groove metal//death metal
Lurking Fear,death metal//heavy metal//grindcore metal
Lust,black metal//thrash metal//heavy metal
Lust of Decay,death metal//grindcore metal
Lust of a Dying Breed,deathcore metal
Lustkrieg,black metal
Lutemkrat,black metal
Luther,thrash metal//heavy metal
Luthien,death metal//power metal//progressive metal
Lux Divina,black metal//pagan metal
Lux Effossa,black metal
Lux Inferium,black metal
Lux Luciferi,black metal//death metal
Lux Mortuum,heavy metal
Lux Occulta,black metal//avant-garde metal
Lux Perpetua,power metal
Luxferre,doom metal
Luzabril,gothic metal
Luzifer,heavy metal
Lvngs,sludge metal//progressive metal
Lybrian,power metal//progressive metal
Lycan Thrope,black metal//progressive metal
Lycanthris,death metal
Lycanthropian Carnage,black metal
Lycantrope,thrash metal
Lycantrophia,black metal
Lycantrophy,death metal//thrash metal
Lycosia,gothic metal//thrash metal
Lyfthrasyr,black metal//death metal//symphonic metal
Lying Truth,thrash metal//speed metal
Lykaion,groove metal//heavy metal
Lykankult,black metal
Lykanthropia,heavy metal
Lykathea Aflame,death metal//progressive metal
Lykeion,power metal
Lymph of Wisdoom,stoner metal//doom metal
Lynch Law,thrash metal//heavy metal
Lyr Drowning,death metal//progressive metal
Lyranthe,progressive metal
Lyriel,folk metal
Lysergic,death metal
Lyset,black metal
Lysis,metalcore metal//death metal//doom metal
Lythany,black metal
Lythium,death metal//thrash metal
Lythronax,deathcore metal//death metal
Lytle Creek,black metal//death metal
Lyzanxia,thrash metal
M,black metal
M Francis Fester,industrial metal
M Virus,heavy metal
M-19,thrash metal//heavy metal
M-90's,death metal//thrash metal
M. Juliany's the Battle,heavy metal
M.A.C. of Mad,death metal//industrial metal
M.A.D: Goya,death metal//thrash metal
M.A.I.M.,folk metal
M.A.K.I.N.A.R.I.A.,heavy metal//speed metal
M.A.S.A.C.R.E.,power metal//thrash metal//heavy metal
M.A.S.H.,thrash metal//heavy metal
M.E.O.W.,death metal//thrash metal
M.F. Inc.,thrash metal//heavy metal
M.G.,thrash metal
M.K.Z.,heavy metal
M.O.P.,thrash metal
M.O.R.T.H.,thrash metal
M.S.W.,thrash metal
MCF,thrash metal
MD,thrash metal//heavy metal
MDMA,death metal
MLGF,death metal//thrash metal
MMFHL,black metal//experimental metal
MP5K,death metal
MRTVI,black metal
MS,metalcore metal//death metal//thrash metal
MTDAE,groove metal
MVSN,black metal
MWS,thrash metal
MX Machine,thrash metal
Ma.Lo.Ga,groove metal//death metal
Maat,death metal
Mabus 666,black metal//death metal//thrash metal
Macabius,death metal
Macabre,death metal//thrash metal//grindcore metal
Macabre Agony,death metal
Macabre Decay,death metal
Macabre End,death metal
Macabre Manifest,black metal
Macabre Omen,black metal//pagan metal
Macabre Visions,death metal//thrash metal
Macabro,death metal//grindcore metal
Macchina,groove metal//stoner metal
Macerie,black metal//doom metal
Mach 1,heavy metal
Mach II,heavy metal
Machete Dildo,death metal
Machiavelik,death metal
Machina Deus Ex,progressive metal//gothic metal//heavy metal
Machinae Supremacy,electronic metal//power metal
Machination,power metal//progressive metal
Machine Insufficiency,death metal//thrash metal
Machine Kill,death metal
Machine of Macabre,death metal
Machine of Rebellion,death metal
Machizmo,progressive metal//thrash metal
Macrocosmic Emotions,progressive metal//thrash metal
Mad Alien,power metal//progressive metal
Mad Crowd,thrash metal
Mad Laughter,heavy metal
Mad Mav,symphonic metal//heavy metal
Mad Max,heavy metal
Mad Parish,heavy metal
Mad Ripper,thrash metal
Mad Sanity,death metal
Mad Slaughter,thrash metal
Mad at Sam,thrash metal
Mad-Die,death metal//thrash metal
MadBrain,death metal//thrash metal
MadDog,thrash metal
MadNine,heavy metal
Madame Guillotine,heavy metal
Madder Mortem,progressive metal//doom metal
Made in Hell,heavy metal
Madhatter,thrash metal//heavy metal
Madhour,thrash metal//heavy metal
Madinside,power metal//heavy metal
Madison,heavy metal
Madman Is Absolute,metalcore metal//death metal
Madman Mundt,thrash metal
Madmans Esprit,black metal//gothic metal
Madness at Dawn,black metal//death metal//thrash metal
Madnezz,thrash metal//heavy metal
Madog,power metal//heavy metal
Madra,heavy metal
Madrax,thrash metal
Madstar,heavy metal
Madstop,thrash metal
Maegashira,sludge metal//stoner metal//doom metal
Maelstorm,power metal
Maelstrom,groove metal//black metal//death metal//power metal//progressive metal//gothic metal//thrash metal//heavy metal//doom metal
Maesstro,power metal//progressive metal
Maestitia,black metal//death metal
Mage,stoner metal//doom metal
Magget Death,death metal
Maggot Bath,sludge metal//grindcore metal
Maggot Brain,sludge metal
Maggot Infested,death metal//experimental metal//grindcore metal
Maggot Stuffed Cunt,death metal
Maggot Therapy,thrash metal
Maggot of Putrefaction,black metal//grindcore metal
Maggotor,heavy metal
Maggots Colony,death metal
Magia Negra,heavy metal
Magia Posthuma,black metal
Magic Child,heavy metal
Magic Circle,doom metal
Magica,power metal//heavy metal
Magick,thrash metal
Magister Dixit,black metal
Magister Templi,heavy metal//doom metal
Magla,black metal
Maglais,death metal//grindcore metal
Maglor,folk metal
Magma Domini,heavy metal
Magma Rise,doom metal
Magna Umbra,symphonic metal
Magna Veritas,death metal//doom metal
Magnalucius,power metal
Magnanimus,death metal
Magnetic,heavy metal
Magnitude,thrash metal
Magnognatho,death metal
Magnum Carnage,black metal//death metal
Magnum Force,heavy metal
Magnum Opus,heavy metal
Magnus,death metal//progressive metal//thrash metal
Magogmagore,death metal
Magra,power metal
Magus,death metal//heavy metal//doom metal
Mahapralaya,black metal
Mahmod Meta,progressive metal
Mahtowa Death March,black metal
Mail Order Bride,thrash metal//heavy metal
Maimer,death metal//progressive metal
Mainpain,heavy metal
Maintain,metalcore metal//death metal
Maithros,thrash metal
Majeste,progressive metal//thrash metal
Majestic Decay,death metal
Majestic East,black metal
Majestic Ground,thrash metal
Majestic Midnight,black metal
Majestic Ritual,black metal
Majesty in Ruin,doom metal
Major Capture,death metal//thrash metal
Makabrum,black metal
Make You Hopeless,deathcore metal
Make a Change... Kill Yourself,black metal
Mal Fario,heavy metal
Mala Fortuna,heavy metal
Malacara,heavy metal
Malaikat Maut,black metal//symphonic metal
Malam 1 Suro,black metal
Malaria,black metal//death metal//grindcore metal
Malas Artes,heavy metal
Malcuidant,black metal
Maldevera,thrash metal
Maldia,heavy metal
Malditos,thrash metal
Male Misandria,black metal//grindcore metal
Maleceptor,death metal
Maledia,gothic metal
Maledicta,death metal//gothic metal//heavy metal
Maledictive Pigs,death metal
Maledictvs,black metal
Maledikta,black metal
Malefaction,death metal//grindcore metal
Malefactor,metalcore metal//death metal//power metal//thrash metal
Malefic Order,black metal
Maleficence,black metal//thrash metal
Maleficent,black metal//death metal//symphonic metal
Maleficus,black metal
Malegnus,black metal
Malencolie,gothic metal
Malevolencia,black metal
Malevolent,black metal//death metal
Malevolent Force,progressive metal//thrash metal//heavy metal
Malevolentia,black metal//symphonic metal
Malevolents,thrash metal//heavy metal
Malevolus Storm,black metal//grindcore metal
Malfast,black metal//death metal
Malformation,groove metal//black metal//death metal
Malformed Nature,death metal//grindcore metal
Malfunction,thrash metal
Malice,black metal//death metal//power metal//gothic metal//thrash metal//heavy metal
Malicious Birth,doom metal
Malicious Deity,black metal//death metal
Malicious Silence,black metal//death metal//thrash metal
Malicyde,death metal
Malign Entity,black metal//death metal//doom metal
Malignancy,black metal//death metal//thrash metal//doom metal
Malignant Asceticism,black metal
Malignant Epitaph,death metal
Malignant Excremental,death metal
Malignant God,thrash metal
Malignant Monster,death metal//thrash metal
Malignant Obscurity,black metal
Malignant Saviour,death metal
Malignant Wizard,black metal
Malignari,progressive metal//heavy metal
Malignent,thrash metal
Maligner,death metal//thrash metal
Malignos,thrash metal
Malignus Morttvss,black metal
Maline,heavy metal
Malintent,thrash metal//speed metal
Malitia,thrash metal
Malka,death metal
Malkbeth,black metal
Malkira,black metal
Mallephyr,black metal//death metal
Malmonde,death metal//gothic metal//industrial metal//thrash metal
Malodorous Oblation,death metal
Malphas,black metal//death metal//thrash metal
Malpraxis,death metal//grindcore metal
Malsain,black metal
Malsanctum,doom metal
Malsano,death metal
Malsanus,death metal
Maltese Falcon,heavy metal
Malteze,heavy metal
Malthak,death metal
Maltum,black metal//death metal
Malumbra,black metal
Malveliance,black metal
Malvo,death metal//thrash metal
Malzaham,black metal
Malzera,black metal//death metal
Mammoth Grinder,death metal
Mammoth Weed Wizard Bastard,sludge metal//doom metal
Mammut,stoner metal
Man Among Stars,black metal
Man Is Mostly Water,sludge metal//death metal//grindcore metal
Man Made Man,metalcore metal//death metal//thrash metal
Man Made Suicide,thrash metal
Man o' Moon Faces,black metal
Mana,metalcore metal//death metal
Manananggal,black metal//stoner metal//doom metal
Manchild,power metal//heavy metal
Mancubus,death metal
Mandibula,black metal//thrash metal
Mandiga,black metal
Mandingazo,death metal
Mandown,thrash metal//heavy metal
Mandra,thrash metal
Mandragora,black metal//death metal//avant-garde metal//symphonic metal//gothic metal//thrash metal//heavy metal//doom metal
Mandrill,groove metal//power metal//thrash metal
Mandylion,avant-garde metal//power metal//gothic metal//heavy metal
Manetheren,black metal
Manetory,thrash metal//heavy metal
Manga de Bestias,death metal
Manggas,death metal
Mangled Christ,death metal//speed metal
Mangled Condition,death metal//grindcore metal
Mangled Corpse,death metal
Mangled Whore Flesh,death metal
Mangler,death metal//thrash metal//grindcore metal
Mangnani,grindcore metal
Mangog,doom metal
Manholm,black metal//thrash metal
Maniac,death metal//thrash metal//heavy metal//speed metal
Maniac Killer,grindcore metal
Maniac Saint,power metal//progressive metal//industrial metal
Maniac Winds,black metal//thrash metal
Maniacal,groove metal//death metal//thrash metal
Maniacs,heavy metal
Maniakal Torment,death metal
Manias,death metal//grindcore metal
Manic Abraxas,stoner metal//doom metal
Manic Depression,thrash metal
Manic Oddity,death metal//progressive metal
Manic Scum,death metal//grindcore metal
Manierisme,black metal
Manifest,groove metal//death metal//power metal//thrash metal//heavy metal
Manifest Destiny,thrash metal
Manifestator,black metal//thrash metal
Manifestic,progressive metal//thrash metal//speed metal
Manik Thorns,black metal
Manikin Laff,heavy metal
Manipul,heavy metal
Manipulation,death metal
Manixive,groove metal//death metal
Mannequin,death metal
Mannfall,black metal
Mannslaughter,thrash metal//speed metal
Manrobbuka,death metal
Mansfield,heavy metal
Mansion,doom metal
Manslaughter,black metal//death metal//thrash metal
Manson,black metal//death metal
Manson's Girls,stoner metal//doom metal
Manstopper,thrash metal
Mantapus,death metal//thrash metal
Manthor,black metal
Manthra,death metal//thrash metal
Manthraah,heavy metal
Mantic Ritual,thrash metal
Mantick,thrash metal
Manticore's Breath,progressive metal//doom metal
Mantigore,black metal//thrash metal
Mantinel,death metal
Mantium Perpetua,black metal
Mantra Heavy Metal,heavy metal
Mantris,heavy metal
Manu Pes,heavy metal
Manual Abortion,death metal
Manuel Seoane,progressive metal
Manufactured God,death metal
Manufacturer's Pride,groove metal//death metal
Manum,black metal//death metal
Manuscript,death metal//gothic metal
